"dataset","fold","grid_neighborhood","grid_topology","grid_size_x","grid_size_y","rlen","radius","alpha1","alpha2","empty_neurons","qe_val"
"scene","fold2","bubble","hexagonal",2,3,1000,3,0.5,0.001,0,0.0669501823852676
"scene","fold2","bubble","hexagonal",2,3,1500,3,0.5,0.001,0,0.0669376641187172
"scene","fold2","bubble","hexagonal",2,3,500,5,0.5,0.001,0,0.0661926092251928
"scene","fold2","bubble","hexagonal",2,3,1000,5,0.5,0.001,0,0.192152348273238
"scene","fold2","bubble","hexagonal",2,3,1500,5,0.5,0.001,0,0.0660833190347319
"scene","fold2","bubble","hexagonal",2,3,500,7,0.5,0.001,0,0.0669578299312374
"scene","fold2","bubble","hexagonal",2,3,1000,7,0.5,0.001,0,0.0670002186610363
"scene","fold2","bubble","hexagonal",2,3,1500,7,0.5,0.001,0,0.0669698650256798
"scene","fold2","bubble","hexagonal",2,3,500,3,0.1,0.001,0,0.0660203758945757
"scene","fold2","bubble","hexagonal",2,3,1000,3,0.1,0.001,0,0.0669441411265748
"scene","fold2","bubble","hexagonal",2,3,1500,3,0.1,0.001,0,0.0669170971427604
"scene","fold2","bubble","hexagonal",2,3,500,5,0.1,0.001,0,0.0671769734175037
"scene","fold2","bubble","hexagonal",2,3,1000,5,0.1,0.001,0,0.066082281638207
"scene","fold2","bubble","hexagonal",2,3,1500,5,0.1,0.001,1,0.066082281638207
"scene","fold2","bubble","hexagonal",2,3,500,7,0.1,0.001,0,0.0671102546422637
"scene","fold2","bubble","hexagonal",2,3,1000,7,0.1,0.001,0,0.0676271172504059
"scene","fold2","bubble","hexagonal",2,3,1500,7,0.1,0.001,1,0.0676271172504059
"scene","fold2","bubble","hexagonal",2,3,500,3,0.05,0.001,1,0.0676271172504059
"scene","fold2","bubble","hexagonal",2,3,1000,3,0.05,0.001,0,0.0661459369642493
"scene","fold2","bubble","hexagonal",2,3,1500,3,0.05,0.001,1,0.0661459369642493
"scene","fold2","bubble","hexagonal",2,3,500,5,0.05,0.001,1,0.0661459369642493
"scene","fold2","bubble","hexagonal",2,3,1000,5,0.05,0.001,1,0.0661459369642493
"scene","fold2","bubble","hexagonal",2,3,1500,5,0.05,0.001,1,0.0661459369642493
"scene","fold2","bubble","hexagonal",2,3,500,7,0.05,0.001,1,0.0661459369642493
"scene","fold2","bubble","hexagonal",2,3,1000,7,0.05,0.001,0,0.0669165383680194
"scene","fold2","bubble","hexagonal",2,3,1500,7,0.05,0.001,1,0.0669165383680194
"scene","fold2","gaussian","rectangular",2,2,500,3,0.5,0.01,0,0.448512263888496
"scene","fold2","gaussian","rectangular",2,2,1000,3,0.5,0.01,0,0.440829996568327
"scene","fold2","gaussian","rectangular",2,2,1500,3,0.5,0.01,0,0.455571461204255
"scene","fold2","gaussian","rectangular",2,2,500,5,0.5,0.01,0,0.448274147230337
"scene","fold2","gaussian","rectangular",2,2,1000,5,0.5,0.01,0,0.462045395237197
"scene","fold2","gaussian","rectangular",2,2,1500,5,0.5,0.01,0,0.46183009756069
"scene","fold2","gaussian","rectangular",2,2,500,7,0.5,0.01,0,0.445103614831733
"scene","fold2","gaussian","rectangular",2,2,1000,7,0.5,0.01,0,0.450679873623199
"scene","fold2","gaussian","rectangular",2,2,1500,7,0.5,0.01,0,0.450560711654774
"scene","fold2","gaussian","rectangular",2,2,500,3,0.1,0.01,0,0.454458867159371
"scene","fold2","gaussian","rectangular",2,2,1000,3,0.1,0.01,0,0.466955332440589
"scene","fold2","gaussian","rectangular",2,2,1500,3,0.1,0.01,0,0.456418774356837
"scene","fold2","gaussian","rectangular",2,2,500,5,0.1,0.01,0,0.452424357160892
"scene","fold2","gaussian","rectangular",2,2,1000,5,0.1,0.01,0,0.456310107845459
"scene","fold2","gaussian","rectangular",2,2,1500,5,0.1,0.01,0,0.455016274071181
"scene","fold2","gaussian","rectangular",2,2,500,7,0.1,0.01,0,0.449697300682436
"scene","fold2","gaussian","rectangular",2,2,1000,7,0.1,0.01,0,0.44369399127626
"scene","fold2","gaussian","rectangular",2,2,1500,7,0.1,0.01,0,0.447174381249957
"scene","fold2","gaussian","rectangular",2,2,500,3,0.05,0.01,0,0.467905848290163
"scene","fold2","gaussian","rectangular",2,2,1000,3,0.05,0.01,0,0.461335504410998
"scene","fold2","gaussian","rectangular",2,2,1500,3,0.05,0.01,0,0.452305320777696
"scene","fold2","gaussian","rectangular",2,2,500,5,0.05,0.01,0,0.444909932282061
"scene","fold2","gaussian","rectangular",2,2,1000,5,0.05,0.01,0,0.455677454979988
"scene","fold2","gaussian","rectangular",2,2,1500,5,0.05,0.01,0,0.443818801095001
"scene","fold2","gaussian","rectangular",2,2,500,7,0.05,0.01,0,0.45475022588316
"scene","fold2","gaussian","rectangular",2,2,1000,7,0.05,0.01,0,0.441398980053516
"scene","fold2","gaussian","rectangular",2,2,1500,7,0.05,0.01,0,0.455479683840763
"scene","fold2","gaussian","rectangular",2,2,500,3,0.5,0.005,0,0.45370403604398
"scene","fold2","gaussian","rectangular",2,2,1000,3,0.5,0.005,0,0.449114726470409
"scene","fold2","gaussian","rectangular",2,2,1500,3,0.5,0.005,0,0.442267759859365
"scene","fold2","gaussian","rectangular",2,2,500,5,0.5,0.005,0,0.442647400937841
"scene","fold2","gaussian","rectangular",2,2,1000,5,0.5,0.005,0,0.452970222887246
"scene","fold2","gaussian","rectangular",2,2,1500,5,0.5,0.005,0,0.457494971874522
"scene","fold2","gaussian","rectangular",2,2,500,7,0.5,0.005,0,0.452751704140489
"scene","fold2","gaussian","rectangular",2,2,1000,7,0.5,0.005,0,0.458274327294636
"scene","fold2","gaussian","rectangular",2,2,1500,7,0.5,0.005,0,0.45274528359357
"scene","fold2","gaussian","rectangular",2,2,500,3,0.1,0.005,0,0.460395317380922
"scene","fold2","gaussian","rectangular",2,2,1000,3,0.1,0.005,0,0.448820315162415
"scene","fold2","gaussian","rectangular",2,2,1500,3,0.1,0.005,0,0.45529330639408
"scene","fold2","gaussian","rectangular",2,2,500,5,0.1,0.005,0,0.459874512781121
"scene","fold2","gaussian","rectangular",2,2,1000,5,0.1,0.005,0,0.453804138891386
"scene","fold2","gaussian","rectangular",2,2,1500,5,0.1,0.005,0,0.44289432724064
"scene","fold2","gaussian","rectangular",2,2,500,7,0.1,0.005,0,0.448415296418233
"scene","fold2","gaussian","rectangular",2,2,1000,7,0.1,0.005,0,0.447717546879209
"scene","fold2","gaussian","rectangular",2,2,1500,7,0.1,0.005,0,0.445403346351349
"scene","fold2","gaussian","rectangular",2,2,500,3,0.05,0.005,0,0.443612559310401
"scene","fold2","gaussian","rectangular",2,2,1000,3,0.05,0.005,0,0.446682963311584
"scene","fold2","gaussian","rectangular",2,2,1500,3,0.05,0.005,0,0.443999906088731
"scene","fold2","gaussian","rectangular",2,2,500,5,0.05,0.005,0,0.454861218586752
"scene","fold2","gaussian","rectangular",2,2,1000,5,0.05,0.005,0,0.453694271573141
"scene","fold2","gaussian","rectangular",2,2,1500,5,0.05,0.005,0,0.456210186379406
"scene","fold2","gaussian","rectangular",2,2,500,7,0.05,0.005,0,0.460258429488883
"scene","fold2","gaussian","rectangular",2,2,1000,7,0.05,0.005,0,0.449055559254307
"scene","fold2","gaussian","rectangular",2,2,1500,7,0.05,0.005,0,0.44792841460006
"scene","fold2","gaussian","rectangular",2,2,500,3,0.5,0.001,0,0.443941215922451
"scene","fold2","gaussian","rectangular",2,2,1000,3,0.5,0.001,0,0.452224785987025
"scene","fold2","gaussian","rectangular",2,2,1500,3,0.5,0.001,0,0.449786005856646
"scene","fold2","gaussian","rectangular",2,2,500,5,0.5,0.001,0,0.450540261857341
"scene","fold2","gaussian","rectangular",2,2,1000,5,0.5,0.001,0,0.460955592072885
"scene","fold2","gaussian","rectangular",2,2,1500,5,0.5,0.001,0,0.452409417511612
"scene","fold2","gaussian","rectangular",2,2,500,7,0.5,0.001,0,0.448358733993728
"scene","fold2","gaussian","rectangular",2,2,1000,7,0.5,0.001,0,0.461997747033446
"scene","fold2","gaussian","rectangular",2,2,1500,7,0.5,0.001,0,0.442597374113253
"scene","fold2","gaussian","rectangular",2,2,500,3,0.1,0.001,0,0.448964599244344
"scene","fold2","gaussian","rectangular",2,2,1000,3,0.1,0.001,0,0.450000015944917
"scene","fold2","gaussian","rectangular",2,2,1500,3,0.1,0.001,0,0.450796326592052
"scene","fold2","gaussian","rectangular",2,2,500,5,0.1,0.001,0,0.450794963305781
"scene","fold2","gaussian","rectangular",2,2,1000,5,0.1,0.001,0,0.456159431758607
"scene","fold2","gaussian","rectangular",2,2,1500,5,0.1,0.001,0,0.453656944514221
"scene","fold2","gaussian","rectangular",2,2,500,7,0.1,0.001,0,0.442447346519652
"scene","fold2","gaussian","rectangular",2,2,1000,7,0.1,0.001,0,0.449585878965363
"scene","fold2","gaussian","rectangular",2,2,1500,7,0.1,0.001,0,0.45164563666935
"scene","fold2","gaussian","rectangular",2,2,500,3,0.05,0.001,0,0.44880462555577
"scene","fold2","gaussian","rectangular",2,2,1000,3,0.05,0.001,0,0.44995529733035
"scene","fold2","gaussian","rectangular",2,2,1500,3,0.05,0.001,0,0.459683062734026
"scene","fold2","gaussian","rectangular",2,2,500,5,0.05,0.001,0,0.443154998312505
"scene","fold2","gaussian","rectangular",2,2,1000,5,0.05,0.001,0,0.449946684028638
"scene","fold2","gaussian","rectangular",2,2,1500,5,0.05,0.001,0,0.44915280948437
"scene","fold2","gaussian","rectangular",2,2,500,7,0.05,0.001,0,0.456111461314114
"scene","fold2","gaussian","rectangular",2,2,1000,7,0.05,0.001,0,0.449108437708384
"scene","fold2","gaussian","rectangular",2,2,1500,7,0.05,0.001,0,0.442618449620731
"scene","fold2","gaussian","hexagonal",2,2,500,3,0.5,0.01,0,0.426766298688538
"scene","fold2","gaussian","hexagonal",2,2,1000,3,0.5,0.01,0,0.426926809666115
"scene","fold2","gaussian","hexagonal",2,2,1500,3,0.5,0.01,0,0.426698899429456
"scene","fold2","gaussian","hexagonal",2,2,500,5,0.5,0.01,0,0.432485695633928
"scene","fold2","gaussian","hexagonal",2,2,1000,5,0.5,0.01,0,0.435564401177756
"scene","fold2","gaussian","hexagonal",2,2,1500,5,0.5,0.01,0,0.431815653594582
"scene","fold2","gaussian","hexagonal",2,2,500,7,0.5,0.01,0,0.440024031549579
"scene","fold2","gaussian","hexagonal",2,2,1000,7,0.5,0.01,0,0.45463768583456
"scene","fold2","gaussian","hexagonal",2,2,1500,7,0.5,0.01,0,0.438827897419119
"scene","fold2","gaussian","hexagonal",2,2,500,3,0.1,0.01,0,0.444844783189675
"scene","fold2","gaussian","hexagonal",2,2,1000,3,0.1,0.01,0,0.428794853874556
"scene","fold2","gaussian","hexagonal",2,2,1500,3,0.1,0.01,0,0.437129394485067
"scene","fold2","gaussian","hexagonal",2,2,500,5,0.1,0.01,0,0.442621527987708
"scene","fold2","gaussian","hexagonal",2,2,1000,5,0.1,0.01,0,0.44646920677694
"scene","fold2","gaussian","hexagonal",2,2,1500,5,0.1,0.01,0,0.44190492999739
"scene","fold2","gaussian","hexagonal",2,2,500,7,0.1,0.01,0,0.448895115453389
"scene","fold2","gaussian","hexagonal",2,2,1000,7,0.1,0.01,0,0.441226277226269
"scene","fold2","gaussian","hexagonal",2,2,1500,7,0.1,0.01,0,0.447215175376005
"scene","fold2","gaussian","hexagonal",2,2,500,3,0.05,0.01,0,0.453745866925112
"scene","fold2","gaussian","hexagonal",2,2,1000,3,0.05,0.01,0,0.442907599057209
"scene","fold2","gaussian","hexagonal",2,2,1500,3,0.05,0.01,0,0.441818783492761
"scene","fold2","gaussian","hexagonal",2,2,500,5,0.05,0.01,0,0.455105281165834
"scene","fold2","gaussian","hexagonal",2,2,1000,5,0.05,0.01,0,0.441683836292229
"scene","fold2","gaussian","hexagonal",2,2,1500,5,0.05,0.01,0,0.446910060162234
"scene","fold2","gaussian","hexagonal",2,2,500,7,0.05,0.01,0,0.446371723813195
"scene","fold2","gaussian","hexagonal",2,2,1000,7,0.05,0.01,0,0.460960613796807
"scene","fold2","gaussian","hexagonal",2,2,1500,7,0.05,0.01,0,0.446356359607147
"scene","fold2","gaussian","hexagonal",2,2,500,3,0.5,0.005,0,0.441405266498637
"scene","fold2","gaussian","hexagonal",2,2,1000,3,0.5,0.005,0,0.437466189422675
"scene","fold2","gaussian","hexagonal",2,2,1500,3,0.5,0.005,0,0.436883231454862
"scene","fold2","gaussian","hexagonal",2,2,500,5,0.5,0.005,0,0.439682828546567
"scene","fold2","gaussian","hexagonal",2,2,1000,5,0.5,0.005,0,0.425094095151514
"scene","fold2","gaussian","hexagonal",2,2,1500,5,0.5,0.005,0,0.434270428595352
"scene","fold2","gaussian","hexagonal",2,2,500,7,0.5,0.005,0,0.434580291049812
"scene","fold2","gaussian","hexagonal",2,2,1000,7,0.5,0.005,0,0.434475548381911
"scene","fold2","gaussian","hexagonal",2,2,1500,7,0.5,0.005,0,0.439556920800878
"scene","fold2","gaussian","hexagonal",2,2,500,3,0.1,0.005,0,0.44061058885722
"scene","fold2","gaussian","hexagonal",2,2,1000,3,0.1,0.005,0,0.441315415507523
"scene","fold2","gaussian","hexagonal",2,2,1500,3,0.1,0.005,0,0.436022744826068
"scene","fold2","gaussian","hexagonal",2,2,500,5,0.1,0.005,0,0.434710915060643
"scene","fold2","gaussian","hexagonal",2,2,1000,5,0.1,0.005,0,0.442863148259246
"scene","fold2","gaussian","hexagonal",2,2,1500,5,0.1,0.005,0,0.444774471951565
"scene","fold2","gaussian","hexagonal",2,2,500,7,0.1,0.005,0,0.437957032254793
"scene","fold2","gaussian","hexagonal",2,2,1000,7,0.1,0.005,0,0.434433437968279
"scene","fold2","gaussian","hexagonal",2,2,1500,7,0.1,0.005,0,0.435594261758704
"scene","fold2","gaussian","hexagonal",2,2,500,3,0.05,0.005,0,0.442291546756346
"scene","fold2","gaussian","hexagonal",2,2,1000,3,0.05,0.005,0,0.43564824418171
"scene","fold2","gaussian","hexagonal",2,2,1500,3,0.05,0.005,0,0.440670752740275
"scene","fold2","gaussian","hexagonal",2,2,500,5,0.05,0.005,0,0.441136474883661
"scene","fold2","gaussian","hexagonal",2,2,1000,5,0.05,0.005,0,0.437390714606051
"scene","fold2","gaussian","hexagonal",2,2,1500,5,0.05,0.005,0,0.444527585155069
"scene","fold2","gaussian","hexagonal",2,2,500,7,0.05,0.005,1,0.444527585155069
"scene","fold2","gaussian","hexagonal",2,2,1000,7,0.05,0.005,0,0.452759261368974
"scene","fold2","gaussian","hexagonal",2,2,1500,7,0.05,0.005,0,0.438889069704749
"scene","fold2","gaussian","hexagonal",2,2,500,3,0.5,0.001,0,0.44490533072344
"scene","fold2","gaussian","hexagonal",2,2,1000,3,0.5,0.001,0,0.438960164079492
"scene","fold2","gaussian","hexagonal",2,2,1500,3,0.5,0.001,0,0.439993316794261
"scene","fold2","gaussian","hexagonal",2,2,500,5,0.5,0.001,0,0.439272572499164
"scene","fold2","gaussian","hexagonal",2,2,1000,5,0.5,0.001,0,0.435795784858546
"scene","fold2","gaussian","hexagonal",2,2,1500,5,0.5,0.001,0,0.43631966652288
"scene","fold2","gaussian","hexagonal",2,2,500,7,0.5,0.001,0,0.425327089389882
"scene","fold2","gaussian","hexagonal",2,2,1000,7,0.5,0.001,0,0.423740567684454
"scene","fold2","gaussian","hexagonal",2,2,1500,7,0.5,0.001,0,0.435499128951035
"scene","fold2","gaussian","hexagonal",2,2,500,3,0.1,0.001,0,0.439693025990002
"scene","fold2","gaussian","hexagonal",2,2,1000,3,0.1,0.001,0,0.439456832020773
"scene","fold2","gaussian","hexagonal",2,2,1500,3,0.1,0.001,0,0.440361814396636
"scene","fold2","gaussian","hexagonal",2,2,500,5,0.1,0.001,0,0.452357089634928
"scene","fold2","gaussian","hexagonal",2,2,1000,5,0.1,0.001,0,0.438366309274728
"scene","fold2","gaussian","hexagonal",2,2,1500,5,0.1,0.001,0,0.431390637084912
"scene","fold2","gaussian","hexagonal",2,2,500,7,0.1,0.001,0,0.45430996471804
"scene","fold2","gaussian","hexagonal",2,2,1000,7,0.1,0.001,0,0.452432854303373
"scene","fold2","gaussian","hexagonal",2,2,1500,7,0.1,0.001,0,0.439828025100532
"scene","fold2","gaussian","hexagonal",2,2,500,3,0.05,0.001,0,0.445059490725697
"scene","fold2","gaussian","hexagonal",2,2,1000,3,0.05,0.001,0,0.447682877870431
"scene","fold2","gaussian","hexagonal",2,2,1500,3,0.05,0.001,0,0.437987023686623
"scene","fold2","gaussian","hexagonal",2,2,500,5,0.05,0.001,0,0.438985473833064
"scene","fold2","gaussian","hexagonal",2,2,1000,5,0.05,0.001,0,0.439920152091376
"scene","fold2","gaussian","hexagonal",2,2,1500,5,0.05,0.001,0,0.453320940646139
"scene","fold2","gaussian","hexagonal",2,2,500,7,0.05,0.001,0,0.452364459154007
"scene","fold2","gaussian","hexagonal",2,2,1000,7,0.05,0.001,0,0.438425397965579
"scene","fold2","gaussian","hexagonal",2,2,1500,7,0.05,0.001,0,0.438948347443602
"scene","fold2","bubble","rectangular",2,2,500,3,0.5,0.01,0,0.37362145782613
"scene","fold2","bubble","rectangular",2,2,1000,3,0.5,0.01,0,0.374058645730904
"scene","fold2","bubble","rectangular",2,2,1500,3,0.5,0.01,0,0.372200514590202
"scene","fold2","bubble","rectangular",2,2,500,5,0.5,0.01,0,0.360194969848604
"scene","fold2","bubble","rectangular",2,2,1000,5,0.5,0.01,0,0.384935154215674
"scene","fold2","bubble","rectangular",2,2,1500,5,0.5,0.01,0,0.375828185819672
"scene","fold2","bubble","rectangular",2,2,500,7,0.5,0.01,0,0.367249950366725
"scene","fold2","bubble","rectangular",2,2,1000,7,0.5,0.01,0,0.388020749935128
"scene","fold2","bubble","rectangular",2,2,1500,7,0.5,0.01,0,0.382709595840107
"scene","fold2","bubble","rectangular",2,2,500,3,0.1,0.01,0,0.371087851339591
"scene","fold2","bubble","rectangular",2,2,1000,3,0.1,0.01,0,0.363288173107129
"scene","fold2","bubble","rectangular",2,2,1500,3,0.1,0.01,0,0.362183053515398
"scene","fold2","bubble","rectangular",2,2,500,5,0.1,0.01,0,0.372153561908058
"scene","fold2","bubble","rectangular",2,2,1000,5,0.1,0.01,0,0.371533964998094
"scene","fold2","bubble","rectangular",2,2,1500,5,0.1,0.01,0,0.36543751570356
"scene","fold2","bubble","rectangular",2,2,500,7,0.1,0.01,0,0.392857453905716
"scene","fold2","bubble","rectangular",2,2,1000,7,0.1,0.01,0,0.386050042962603
"scene","fold2","bubble","rectangular",2,2,1500,7,0.1,0.01,0,0.370638185592758
"scene","fold2","bubble","rectangular",2,2,500,3,0.05,0.01,0,0.374027243805427
"scene","fold2","bubble","rectangular",2,2,1000,3,0.05,0.01,0,0.364218872114294
"scene","fold2","bubble","rectangular",2,2,1500,3,0.05,0.01,0,0.393336032906848
"scene","fold2","bubble","rectangular",2,2,500,5,0.05,0.01,0,0.38898184505302
"scene","fold2","bubble","rectangular",2,2,1000,5,0.05,0.01,0,0.375663881123766
"scene","fold2","bubble","rectangular",2,2,1500,5,0.05,0.01,0,0.366175088861623
"scene","fold2","bubble","rectangular",2,2,500,7,0.05,0.01,0,0.370180948229859
"scene","fold2","bubble","rectangular",2,2,1000,7,0.05,0.01,0,0.375452701891547
"scene","fold2","bubble","rectangular",2,2,1500,7,0.05,0.01,0,0.369690423024075
"scene","fold2","bubble","rectangular",2,2,500,3,0.5,0.005,0,0.379462784059366
"scene","fold2","bubble","rectangular",2,2,1000,3,0.5,0.005,0,0.385456555058963
"scene","fold2","bubble","rectangular",2,2,1500,3,0.5,0.005,0,0.375026407534942
"scene","fold2","bubble","rectangular",2,2,500,5,0.5,0.005,0,0.373222248225887
"scene","fold2","bubble","rectangular",2,2,1000,5,0.5,0.005,0,0.39471476349173
"scene","fold2","bubble","rectangular",2,2,1500,5,0.5,0.005,0,0.381542837568667
"scene","fold2","bubble","rectangular",2,2,500,7,0.5,0.005,0,0.377380687256788
"scene","fold2","bubble","rectangular",2,2,1000,7,0.5,0.005,0,0.381816412592086
"scene","fold2","bubble","rectangular",2,2,1500,7,0.5,0.005,0,0.379986543408401
"scene","fold2","bubble","rectangular",2,2,500,3,0.1,0.005,0,0.35920813789173
"scene","fold2","bubble","rectangular",2,2,1000,3,0.1,0.005,0,0.379788494292945
"scene","fold2","bubble","rectangular",2,2,1500,3,0.1,0.005,0,0.373624544749306
"scene","fold2","bubble","rectangular",2,2,500,5,0.1,0.005,0,0.359229854829489
"scene","fold2","bubble","rectangular",2,2,1000,5,0.1,0.005,0,0.369649232062106
"scene","fold2","bubble","rectangular",2,2,1500,5,0.1,0.005,0,0.381476534932011
"scene","fold2","bubble","rectangular",2,2,500,7,0.1,0.005,0,0.358621859012155
"scene","fold2","bubble","rectangular",2,2,1000,7,0.1,0.005,0,0.381278205809097
"scene","fold2","bubble","rectangular",2,2,1500,7,0.1,0.005,0,0.372756693618468
"scene","fold2","bubble","rectangular",2,2,500,3,0.05,0.005,0,0.372091113193229
"scene","fold2","bubble","rectangular",2,2,1000,3,0.05,0.005,0,0.367326366046445
"scene","fold2","bubble","rectangular",2,2,1500,3,0.05,0.005,0,0.380039546924466
"scene","fold2","bubble","rectangular",2,2,500,5,0.05,0.005,0,0.372694847849174
"scene","fold2","bubble","rectangular",2,2,1000,5,0.05,0.005,0,0.366348876216263
"scene","fold2","bubble","rectangular",2,2,1500,5,0.05,0.005,0,0.385343072826416
"scene","fold2","bubble","rectangular",2,2,500,7,0.05,0.005,0,0.371711208988056
"scene","fold2","bubble","rectangular",2,2,1000,7,0.05,0.005,0,0.378668327622301
"scene","fold2","bubble","rectangular",2,2,1500,7,0.05,0.005,0,0.372624097442836
"scene","fold2","bubble","rectangular",2,2,500,3,0.5,0.001,0,0.372673544042763
"scene","fold2","bubble","rectangular",2,2,1000,3,0.5,0.001,0,0.374252336191295
"scene","fold2","bubble","rectangular",2,2,1500,3,0.5,0.001,0,0.374316755384911
"scene","fold2","bubble","rectangular",2,2,500,5,0.5,0.001,0,0.374644159572769
"scene","fold2","bubble","rectangular",2,2,1000,5,0.5,0.001,0,0.360862416181611
"scene","fold2","bubble","rectangular",2,2,1500,5,0.5,0.001,0,0.371558900878928
"scene","fold2","bubble","rectangular",2,2,500,7,0.5,0.001,0,0.361291390217294
"scene","fold2","bubble","rectangular",2,2,1000,7,0.5,0.001,0,0.365615648712428
"scene","fold2","bubble","rectangular",2,2,1500,7,0.5,0.001,0,0.372380821284197
"scene","fold2","bubble","rectangular",2,2,500,3,0.1,0.001,0,0.364548542970199
"scene","fold2","bubble","rectangular",2,2,1000,3,0.1,0.001,0,0.358317051893379
"scene","fold2","bubble","rectangular",2,2,1500,3,0.1,0.001,0,0.372792372595202
"scene","fold2","bubble","rectangular",2,2,500,5,0.1,0.001,0,0.381236951981443
"scene","fold2","bubble","rectangular",2,2,1000,5,0.1,0.001,0,0.382457875120519
"scene","fold2","bubble","rectangular",2,2,1500,5,0.1,0.001,0,0.370158397871188
"scene","fold2","bubble","rectangular",2,2,500,7,0.1,0.001,0,0.368431391850648
"scene","fold2","bubble","rectangular",2,2,1000,7,0.1,0.001,0,0.372522836555934
"scene","fold2","bubble","rectangular",2,2,1500,7,0.1,0.001,0,0.381725479150608
"scene","fold2","bubble","rectangular",2,2,500,3,0.05,0.001,0,0.380775562327216
"scene","fold2","bubble","rectangular",2,2,1000,3,0.05,0.001,0,0.358350104932419
"scene","fold2","bubble","rectangular",2,2,1500,3,0.05,0.001,0,0.365445190811947
"scene","fold2","bubble","rectangular",2,2,500,5,0.05,0.001,0,0.363593174599197
"scene","fold2","bubble","rectangular",2,2,1000,5,0.05,0.001,0,0.379241928671156
"scene","fold2","bubble","rectangular",2,2,1500,5,0.05,0.001,0,0.376691537934834
"scene","fold2","bubble","rectangular",2,2,500,7,0.05,0.001,0,0.376066020123996
"scene","fold2","bubble","rectangular",2,2,1000,7,0.05,0.001,0,0.381040202620755
"scene","fold2","bubble","rectangular",2,2,1500,7,0.05,0.001,0,0.38038873237659
"scene","fold2","bubble","hexagonal",2,2,500,3,0.5,0.01,0,0.374971951648041
"scene","fold2","bubble","hexagonal",2,2,1000,3,0.5,0.01,0,0.376573106794875
"scene","fold2","bubble","hexagonal",2,2,1500,3,0.5,0.01,0,0.378392810563417
"scene","fold2","bubble","hexagonal",2,2,500,5,0.5,0.01,0,0.378705173333837
"scene","fold2","bubble","hexagonal",2,2,1000,5,0.5,0.01,0,0.390437605501764
"scene","fold2","bubble","hexagonal",2,2,1500,5,0.5,0.01,0,0.358662445976647
"scene","fold2","bubble","hexagonal",2,2,500,7,0.5,0.01,0,0.367523884641796
"scene","fold2","bubble","hexagonal",2,2,1000,7,0.5,0.01,0,0.371669310783014
"scene","fold2","bubble","hexagonal",2,2,1500,7,0.5,0.01,0,0.362789112402472
"scene","fold2","bubble","hexagonal",2,2,500,3,0.1,0.01,0,0.38447623663428
"scene","fold2","bubble","hexagonal",2,2,1000,3,0.1,0.01,0,0.374966200224739
"scene","fold2","bubble","hexagonal",2,2,1500,3,0.1,0.01,0,0.365571678289445
"scene","fold2","bubble","hexagonal",2,2,500,5,0.1,0.01,0,0.373529527448626
"scene","fold2","bubble","hexagonal",2,2,1000,5,0.1,0.01,0,0.383682561654071
"scene","fold2","bubble","hexagonal",2,2,1500,5,0.1,0.01,0,0.368657085292814
"scene","fold2","bubble","hexagonal",2,2,500,7,0.1,0.01,0,0.38758940756141
"scene","fold2","bubble","hexagonal",2,2,1000,7,0.1,0.01,0,0.383167175550557
"scene","fold2","bubble","hexagonal",2,2,1500,7,0.1,0.01,0,0.366022764865113
"scene","fold2","bubble","hexagonal",2,2,500,3,0.05,0.01,0,0.368751279763723
"scene","fold2","bubble","hexagonal",2,2,1000,3,0.05,0.01,0,0.367236277885341
"scene","fold2","bubble","hexagonal",2,2,1500,3,0.05,0.01,0,0.365756275543952
"scene","fold2","bubble","hexagonal",2,2,500,5,0.05,0.01,0,0.371993781726859
"scene","fold2","bubble","hexagonal",2,2,1000,5,0.05,0.01,0,0.370166894921063
"scene","fold2","bubble","hexagonal",2,2,1500,5,0.05,0.01,0,0.38237401138304
"scene","fold2","bubble","hexagonal",2,2,500,7,0.05,0.01,0,0.361619934307624
"scene","fold2","bubble","hexagonal",2,2,1000,7,0.05,0.01,0,0.365871081972406
"scene","fold2","bubble","hexagonal",2,2,1500,7,0.05,0.01,0,0.383175073690599
"scene","fold2","bubble","hexagonal",2,2,500,3,0.5,0.005,0,0.371327417996838
"scene","fold2","bubble","hexagonal",2,2,1000,3,0.5,0.005,0,0.37384566704825
"scene","fold2","bubble","hexagonal",2,2,1500,3,0.5,0.005,0,0.372075046616996
"scene","fold2","bubble","hexagonal",2,2,500,5,0.5,0.005,0,0.370351040775262
"scene","fold2","bubble","hexagonal",2,2,1000,5,0.5,0.005,0,0.38163764658502
"scene","fold2","bubble","hexagonal",2,2,1500,5,0.5,0.005,0,0.380749482233874
"scene","fold2","bubble","hexagonal",2,2,500,7,0.5,0.005,0,0.364614562282502
"scene","fold2","bubble","hexagonal",2,2,1000,7,0.5,0.005,0,0.363768465246718
"scene","fold2","bubble","hexagonal",2,2,1500,7,0.5,0.005,0,0.371843761442028
"scene","fold2","bubble","hexagonal",2,2,500,3,0.1,0.005,0,0.366096959498752
"scene","fold2","bubble","hexagonal",2,2,1000,3,0.1,0.005,0,0.381922712769992
"scene","fold2","bubble","hexagonal",2,2,1500,3,0.1,0.005,0,0.369339696850925
"scene","fold2","bubble","hexagonal",2,2,500,5,0.1,0.005,0,0.367395114359633
"scene","fold2","bubble","hexagonal",2,2,1000,5,0.1,0.005,0,0.365804478693718
"scene","fold2","bubble","hexagonal",2,2,1500,5,0.1,0.005,0,0.372318384906122
